Date,Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts,Index Future Net,Index Call Net,Index Put Net,Index Net Long,Stock Future Net,Stock Call Net,Stock Put Net,Stock Net Long
03-08-2020,FII,60556,57186,795915,452546,146315,222830,122596,131667,12417,15710,16254,10481,1253743,790730,3370,23719,91163,-64074,343369,-3837,5229,334303
03-08-2020,Pro,31781,21558,129714,71690,205568,230138,340067,231696,58136,95103,158829,58336,750440,882176,10223,-134499,-1558,-122718,58024,-100693,36767,-79436
03-08-2020,TOTAL,211024,211024,1453929,1453929,1202562,1126408,1202562,1126408,357967,209684,357967,209684,4561574,4561574,0,0,0,0,0,0,0,0
03-09-2020,Client,117047,109844,581449,159686,485098,509674,473722,645010,395459,118441,239711,179941,2207168,1807914,7203,11376,-135336,153915,421763,155748,-61500,639011
03-09-2020,DII,7949,31719,31305,725664,267,40264,0,0,0,0,2507,0,79785,759890,-23770,267,40264,-63767,-694359,-2507,0,-696866
03-09-2020,FII,71934,54127,692695,526719,144383,251678,93843,137176,19922,19931,26621,12654,1200543,851140,17807,50540,114502,-46155,165976,-6699,7277,152000
03-09-2020,Pro,19227,20467,172651,66031,142234,145872,204417,165302,74589,127667,221131,73444,682240,750792,-1240,-62183,-19430,-43993,106620,-146542,54223,-94145
03-09-2020,TOTAL,216157,216157,1478100,1478100,771982,947488,771982,947488,489970,266039,489970,266039,4169736,4169736,0,0,0,0,0,0,0,0
03-11-2020,Client,141189,106272,612885,196348,576044,932430,602545,995756,310258,119331,208848,148681,2692137,2258450,34917,-26501,-63326,71742,416537,101410,-29350,547297
03-11-2020,DII,2031,31683,25848,793154,267,29563,0,0,0,18,715,0,57727,825552,-29652,267,29563,-58948,-767306,-715,18,-768039
03-11-2020,FII,55183,56156,732851,456543,178525,299877,120652,204992,11872,14131,16272,12977,1292439,867592,-973,57873,94885,-37985,276308,-4400,1154,270754
03-11-2020,Pro,23345,27637,145012,70551,215176,241529,246815,302651,73921,97004,170216,68826,795987,886696,-4292,-31639,-61122,25191,74461,-96295,28178,-50012
03-11-2020,TOTAL,221748,221748,1516596,1516596,970012,1503399,970012,1503399,396051,230484,396051,230484,4838290,4838290,0,0,0,0,0,0,0,0
03-12-2020,Client,99021,129868,643448,167543,455651,663120,491015,758734,330537,137465,222008,165046,2329242,1934214,-30847,-35364,-95614,29403,475905,108529,-27581,612015
03-12-2020,DII,1475,41745,30522,762407,267,29744,0,0,0,0,1169,0,62008,805321,-40270,267,29744,-69747,-731885,-1169,0,-733054
03-12-2020,FII,114072,38392,757054,559706,165360,220010,96885,160068,11543,17304,18575,14316,1285343,887942,75680,68475,59942,84213,197348,-7032,2988,187328
03-12-2020,Pro,25150,29713,155257,96625,150382,196951,183760,191023,87522,107128,187850,82535,722390,771506,-4563,-33378,5928,-43869,58632,-100328,24593,-66289
03-12-2020,TOTAL,239718,239718,1586281,1586281,771660,1109825,771660,1109825,429602,261897,429602,261897,4398983,4398983,0,0,0,0,0,0,0,0
04-01-2021,Client,112345,133167,676454,178837,833699,944035,791862,1026507,308833,108442,201912,162261,2983808,2494546,-20822,41837,-82472,103487,497617,106921,-53819,658357
04-01-2021,DII,1960,48895,17744,752979,1497,13561,0,0,267,0,213,0,35029,802087,-46935,1497,13561,-58999,-735235,54,0,-735181
04-01-2021,FII,108949,30121,675786,515634,177647,219042,139642,141274,15981,19303,31670,19050,1216708,877391,78828,38005,77768,39065,160152,-15689,253,144210
04-01-2021,Pro,20898,31969,151257,73791,264788,276416,346127,285273,73643,105506,164929,51940,892508,954029,-11071,-81339,-8857,-83553,77466,-91286,53566,-67386
04-01-2021,TOTAL,244152,244152,1521241,1521241,1277631,1453054,1277631,1453054,398724,233251,398724,233251,5128053,5128053,0,0,0,0,0,0,0,0
04-02-2020,Client,161371,78953,766386,207573,708327,712369,651818,851326,255145,97283,182808,129462,2700881,2101940,82418,56509,-138957,277884,558813,72337,-32179,663329
04-02-2020,DII,34352,12313,33682,1035478,4317,78059,0,0,3365,0,54,0,153775,1047845,22039,4317,78059,-51703,-1001796,3311,0,-998485
04-02-2020,FII,36106,140114,952217,601481,189903,290209,118371,119055,13136,14669,14861,11242,1496240,1005124,-104008,71532,171154,-203630,350736,-1725,3427,345584
04-02-2020,Pro,17002,17451,168480,76233,149698,166547,282056,276803,43987,74662,117910,45910,620376,816363,-449,-132358,-110256,-22551,92247,-73923,28752,-10428
04-02-2020,TOTAL,248831,248831,1920765,1920765,1052245,1247184,1052245,1247184,315633,186614,315633,186614,4971272,4971272,0,0,0,0,0,0,0,0
04-02-2021,Client,128925,122745,741456,194818,447516,680863,457343,735419,456548,186334,293022,224735,2641642,2028082,6180,-9827,-54556,50909,546638,163526,-38401,748565
04-02-2021,DII,6016,42421,21708,797270,267,9853,0,0,0,155,3178,0,37999,842869,-36405,267,9853,-45991,-775562,-3178,155,-778895
04-02-2021,FII,78402,45464,669932,520634,157686,258942,107237,159874,27311,28765,47372,30461,1221038,911042,32938,50449,99068,-15681,149298,-20061,-1696,130933
04-02-2021,Pro,25073,27786,170286,90660,152598,200921,193487,255286,112345,142404,252632,102462,803627,922313,-2713,-40889,-54365,10763,79626,-140287,39942,-100603
04-02-2021,TOTAL,238416,238416,1603382,1603382,758067,1150579,758067,1150579,596204,357658,596204,357658,4704306,4704306,0,0,0,0,0,0,0,0
04-03-2020,Client,200844,92741,730312,188576,762549,527194,700373,769235,214934,83200,154878,117476,2519033,2023279,108103,62176,-242041,412320,541736,60056,-34276,636068
04-03-2020,DII,33259,10355,35491,1027824,18651,78752,0,0,0,0,1582,0,166153,1039761,22904,18651,78752,-37197,-992333,-1582,0,-993915
04-03-2020,FII,36996,168508,900639,545346,214827,357342,114898,136173,15573,13637,13676,10863,1539014,989464,-131512,99929,221169,-252752,355293,1897,2774,354416
04-03-2020,Pro,21990,21485,164305,69001,171301,162710,352057,220590,43134,78341,103505,46839,641781,813477,505,-180756,-57880,-122371,95304,-60371,31502,3431
04-03-2020,TOTAL,293089,293089,1830747,1830747,1167328,1125998,1167328,1125998,273641,175178,273641,175178,4865981,4865981,0,0,0,0,0,0,0,0
04-03-2021,Client,189833,145896,778272,205626,554472,586554,554673,701249,481444,149968,304042,228133,2740543,2139619,43937,-201,-114695,158431,572646,177402,-78165,828213
04-03-2021,DII,579,44669,29033,820270,267,11885,0,0,0,0,12099,0,41764,877038,-44090,267,11885,-55708,-791237,-12099,0,-803336
04-03-2021,FII,76465,59600,642828,525731,161940,282217,109077,144952,33746,32435,41895,30165,1229631,911420,16865,52863,137265,-67537,117097,-8149,2270,106678
04-03-2021,Pro,21854,38566,187559,86065,169956,191706,222885,226161,94461,153515,251615,77620,819051,902912,-16712,-52929,-34455,-35186,101494,-157154,75895,-131555
04-03-2021,TOTAL,288731,288731,1637692,1637692,886635,1072362,886635,1072362,609651,335918,609651,335918,4830989,4830989,0,0,0,0,0,0,0,0
04-05-2020,Client,89497,114216,339364,179411,441259,403271,410984,492259,138644,67784,105400,67273,1479819,1369543,-24719,30275,-88988,94544,159953,33244,511,192686
04-05-2020,DII,26734,6026,35922,780994,4584,59407,0,0,0,0,500,0,126647,787520,20708,4584,59407,-34115,-745072,-500,0,-745572
04-05-2020,FII,59288,47692,998309,450479,102861,165828,83163,93922,4848,7277,6848,7118,1338411,689222,11596,19698,71906,-40612,547830,-2000,159,545671
04-05-2020,Pro,16741,24326,94050,56761,104602,120138,159159,162463,41965,44897,72709,45567,422393,520985,-7585,-54557,-42325,-19817,37289,-30744,-670,7215
04-05-2020,TOTAL,192260,192260,1467645,1467645,653306,748644,653306,748644,185457,119958,185457,119958,3367270,3367270,0,0,0,0,0,0,0,0
04-05-2021,Client,154652,115554,938239,241212,1198101,925914,1121548,1082194,492792,170505,289208,244231,3880203,3093947,39098,76553,-156280,271931,697027,203584,-73726,974337
04-05-2021,DII,3070,34497,30627,1093638,267,19961,0,0,0,0,23616,0,53925,1151751,-31427,267,19961,-51121,-1063011,-23616,0,-1086627
04-05-2021,FII,52413,47926,797263,547834,298814,332037,204884,183356,30458,30169,45519,31470,1541154,1060989,4487,93930,148681,-50264,249429,-15061,-1301,235669
04-05-2021,Pro,13215,25373,203418,86863,327481,307053,498231,319415,96978,164615,261885,89588,1112760,1281355,-12158,-170750,-12362,-170546,116555,-164907,75027,-123379
04-05-2021,TOTAL,223350,223350,1969547,1969547,1824663,1584965,1824663,1584965,620228,365289,620228,365289,6588042,6588042,0,0,0,0,0,0,0,0
04-06-2020,Client,95433,128289,429846,205555,342793,469531,366724,558613,202138,147641,167887,123262,1687382,1550330,-32856,-23931,-89082,32295,224291,34251,24379,234163
04-06-2020,DII,36374,13238,59792,901644,4584,67605,0,0,13,0,925,0,168368,915807,23136,4584,67605,-39885,-841852,-912,0,-842764
04-06-2020,FII,64985,49189,1048692,466042,161140,187404,105001,116680,13923,15619,18907,19280,1491763,775099,15796,56139,70724,1211,582650,-4984,-3661,581327
04-06-2020,Pro,25013,31089,129090,94179,116866,115196,153658,164443,94381,75623,122736,96341,556169,662446,-6076,-36792,-49247,6379,34911,-28355,-20718,27274
04-06-2020,TOTAL,221805,221805,1667420,1667420,625383,839736,625383,839736,310455,238883,310455,238883,3903682,3903682,0,0,0,0,0,0,0,0
04-06-2021,Client,115751,150820,1067753,165524,983422,884125,1006084,1087839,726845,226208,425543,323856,4004104,3159666,-35069,-22662,-203714,145983,902229,301302,-97648,1301179
04-06-2021,DII,2176,41572,33248,1082528,267,44771,0,0,0,0,49490,0,80462,1173590,-39396,267,44771,-83900,-1049280,-49490,0,-1098770
04-06-2021,FII,99389,21814,686884,686197,250553,316276,161235,169809,51329,58603,89957,46531,1463034,1175543,77575,89318,146467,20426,687,-38628,12072,-50013
04-06-2021,Pro,19346,22456,232887,86523,321284,342464,388207,329988,157826,213394,371010,127818,1287201,1326002,-3110,-66923,12476,-82509,146364,-213184,85576,-152396
04-06-2021,TOTAL,236662,236662,2020772,2020772,1555526,1587636,1555526,1587636,936000,498205,936000,498205,6834801,6834801,0,0,0,0,0,0,0,0
04-08-2020,Client,113061,103811,517579,169070,718637,827222,694901,875974,302636,112791,195313,149670,2591926,2188739,9250,23736,-48752,81738,348509,107323,-36879,492711
04-08-2020,DII,12755,36293,21424,773184,267,40539,0,0,0,0,3191,0,74985,812668,-23538,267,40539,-63810,-751760,-3191,0,-754951
04-08-2020,FII,63283,40723,801253,455328,163787,213864,115777,137347,13630,16109,17585,10670,1271926,777430,22560,48010,76517,-5947,345925,-3955,5439,336531
04-08-2020,Pro,22662,30934,133657,76331,224159,235491,296172,303795,63962,97093,164139,65653,777024,937024,-8272,-72013,-68304,-11981,57326,-100177,31440,-74291
04-08-2020,TOTAL,211761,211761,1473913,1473913,1106850,1317116,1106850,1317116,380228,225993,380228,225993,4715861,4715861,0,0,0,0,0,0,0,0
04-09-2020,Client,113275,110018,578838,160040,735596,613554,676233,771085,447318,119972,260635,192388,2608553,2170399,3257,59363,-157531,220151,418798,186683,-72416,677897
04-09-2020,DII,9110,28224,31076,725623,267,35166,0,0,0,0,2507,0,75619,756354,-19114,267,35166,-54013,-694547,-2507,0,-697054
04-09-2020,FII,67495,58390,678474,515846,155421,273406,105488,157728,21241,20567,28549,13165,1216604,879166,9105,49933,115678,-56640,162628,-7308,7402,147918
04-09-2020,Pro,24855,18103,179513,66392,178896,211576,288459,204889,73722,141530,250590,76516,810092,904949,6752,-109563,6687,-109498,113121,-176868,65014,-128761
04-09-2020,TOTAL,214735,214735,1467901,1467901,1070180,1133702,1070180,1133702,542281,282069,542281,282069,4710868,4710868,0,0,0,0,0,0,0,0
04-11-2020,Client,146194,105115,613839,204943,698461,1040149,691384,1090030,331383,124643,224033,153304,2954669,2468809,41079,7077,-49881,98037,408896,107350,-28661,544907
04-11-2020,DII,2142,34064,28908,792612,267,29863,0,0,0,18,1015,0,61198,827691,-31922,267,29863,-61518,-763704,-1015,18,-764737
04-11-2020,FII,53385,58463,744097,460153,182049,303158,130217,206648,13134,15622,19138,13840,1311445,888459,-5078,51832,96510,-49756,283944,-6004,1782,276158
04-11-2020,Pro,20974,25053,147967,77103,233770,280962,292946,357454,76987,99420,177318,72559,860080,1002433,-4079,-59176,-76492,13237,70864,-100331,26861,-56328
04-11-2020,TOTAL,222695,222695,1534811,1534811,1114547,1654132,1114547,1654132,421504,239703,421504,239703,5187392,5187392,0,0,0,0,0,0,0,0
04-12-2020,Client,110506,138999,644004,170355,593307,944903,635898,1011608,353865,151866,239274,179727,2798451,2375861,-28493,-42591,-66705,-4379,473649,114591,-27861,616101
04-12-2020,DII,1873,42803,31235,758239,267,29744,0,0,0,0,1669,0,63119,802711,-40930,267,29744,-70407,-727004,-1669,0,-728673
04-12-2020,FII,121578,35862,747482,555893,209406,252490,136511,183690,12410,18416,20187,15710,1361782,947853,85716,72895,68800,89811,191589,-7777,2706,181106
04-12-2020,Pro,22426,38719,158133,96367,219214,245458,249785,277297,94158,113905,199303,88750,853294,950221,-16293,-30571,-31839,-15025,61766,-105145,25155,-68534
04-12-2020,TOTAL,256383,256383,1580854,1580854,1022194,1472595,1022194,1472595,460433,284187,460433,284187,5076646,5076646,0,0,0,0,0,0,0,0
05-01-2021,Client,135706,151565,691604,206012,798980,1211441,793841,1222564,353435,121595,226644,181025,3312761,2781651,-15859,5139,-11123,403,485592,126791,-59430,671813
05-01-2021,DII,1860,49525,16559,746980,1472,13561,0,0,267,0,349,0,33719,796854,-47665,1472,13561,-59754,-730421,-82,0,-730503
05-01-2021,FII,106993,29698,676665,517003,157395,235732,124483,175295,17953,21489,34531,21345,1216227,902355,77295,32912,60437,49770,159662,-16578,144,142940
05-01-2021,Pro,21210,34981,163976,78809,285432,324785,324955,387660,84311,120254,194442,60968,999968,1081815,-13771,-39523,-62875,9581,85167,-110131,59286,-84250
05-01-2021,TOTAL,265769,265769,1548804,1548804,1243279,1785519,1243279,1785519,455966,263338,455966,263338,5562675,5562675,0,0,0,0,0,0,0,0
05-02-2020,Client,170183,78149,773631,220160,655487,812347,647075,914125,257727,106731,189219,135250,2776106,2183978,92034,8412,-101778,202224,553471,68508,-28519,650498
05-02-2020,DII,31735,15733,34693,1031985,4317,84059,0,0,3365,0,339,0,158169,1048057,16002,4317,84059,-63740,-997292,3026,0,-994266
05-02-2020,FII,32645,142137,965321,609309,193546,299932,113814,129038,13260,16188,13828,12256,1520892,1020382,-109492,79732,170894,-200654,356012,-568,3932,351512
05-02-2020,Pro,17532,16076,174233,86424,190714,181367,283175,334542,50972,74302,121938,49715,689120,891870,1456,-92461,-153175,62170,87809,-70966,24587,-7744
05-02-2020,TOTAL,252095,252095,1947878,1947878,1044064,1377705,1044064,1377705,325324,197221,325324,197221,5144287,5144287,0,0,0,0,0,0,0,0
05-02-2021,Client,139545,125162,742216,205134,676170,867045,677679,935347,496703,199907,312279,245879,3121586,2501480,14383,-1509,-68302,81176,537082,184424,-45972,767478
05-02-2021,DII,1601,42421,23347,794580,267,9853,0,0,0,216,3649,0,35284,840650,-40820,267,9853,-50406,-771233,-3649,216,-775098
05-02-2021,FII,74996,46802,671723,523369,202599,299876,131232,196083,30668,32053,52056,31878,1311915,981420,28194,71367,103793,-4232,148354,-21388,175,126791
05-02-2021,Pro,24635,26392,181217,95420,236266,298637,306391,343981,118557,156415,277944,110834,1015727,1160962,-1757,-70125,-45344,-26538,85797,-159387,45581,-119171
05-02-2021,TOTAL,240777,240777,1618503,1618503,1115302,1475411,1115302,1475411,645928,388591,645928,388591,5484512,5484512,0,0,0,0,0,0,0,0
05-03-2020,Client,208041,97219,731905,204828,403011,375275,439241,621602,226807,90241,163851,124218,2035280,1650959,110822,-36230,-246327,320919,527077,62956,-33977,624010
05-03-2020,DII,33709,10192,37726,1028340,18651,78752,0,0,0,0,1736,0,168838,1040268,23517,18651,78752,-36584,-990614,-1736,0,-992350
05-03-2020,FII,37241,174004,910086,537530,140121,315488,83497,116581,17246,14730,14850,11044,1434912,937506,-136763,56624,198907,-279046,372556,2396,3686,371266
05-03-2020,Pro,21849,19425,163899,72918,124777,135679,163822,167011,45815,79487,109431,49196,571506,581803,2424,-39045,-31332,-5289,90981,-63616,30291,-2926
05-03-2020,TOTAL,300840,300840,1843616,1843616,686560,905194,686560,905194,289868,184458,289868,184458,4210536,4210536,0,0,0,0,0,0,0,0
05-03-2021,Client,197608,159787,766447,217158,928189,754703,893141,908575,546261,150127,330611,242099,3343335,2751371,37821,35048,-153872,226741,549289,215650,-91972,856911
05-03-2021,DII,579,43788,29110,814545,267,11710,0,0,0,0,12619,0,41666,870952,-43209,267,11710,-54652,-785435,-12619,0,-798054
05-03-2021,FII,81532,63472,644246,523552,197977,311234,152684,165045,35662,33937,45777,31282,1304588,981812,18060,45293,146189,-82836,120694,-10115,2655,107924
05-03-2021,Pro,22805,35477,196702,81250,284833,279363,365441,283390,95433,168898,288349,79581,1048034,1133488,-12672,-80608,-4027,-89253,115452,-192916,89317,-166781
05-03-2021,TOTAL,302524,302524,1636505,1636505,1411266,1357010,1411266,1357010,677356,352962,677356,352962,5737623,5737623,0,0,0,0,0,0,0,0
05-04-2021,Client,162145,151522,860717,211823,948528,707289,902683,859733,395962,144208,248152,211363,3218849,2585276,10623,45845,-152444,208912,648894,147810,-67155,863859
05-04-2021,DII,688,22461,19411,859633,267,7362,0,0,0,9,17105,0,27737,899199,-21773,267,7362,-28868,-840222,-17105,9,-857336
05-04-2021,FII,65907,55237,589714,492272,207884,286204,162853,146506,28651,30665,37817,30248,1209025,924933,10670,45031,139698,-83997,97442,-9166,417,87859
05-04-2021,Pro,19862,19382,163113,69227,289975,250300,381118,244916,81120,131175,202659,64446,935545,981748,480,-91143,5384,-96047,93886,-121539,66729,-94382
05-04-2021,TOTAL,248602,248602,1632955,1632955,1446654,1251155,1446654,1251155,505733,306057,505733,306057,5391156,5391156,0,0,0,0,0,0,0,0
05-05-2020,Client,91777,112247,346635,187908,575445,434083,500294,527593,162170,81597,125364,77204,1691707,1530610,-20470,75151,-93510,148191,158727,36806,4393,191140
05-05-2020,DII,22448,7134,34753,772389,4584,61465,0,0,0,0,691,0,123250,780214,15314,4584,61465,-41567,-737636,-691,0,-738327
05-05-2020,FII,61337,47817,1002703,459659,102214,170810,89260,102425,7083,9123,8837,8819,1353270,716817,13520,12954,68385,-41911,543044,-1754,304,540986
05-05-2020,Pro,14322,22686,97731,61866,122540,131748,215229,168088,48874,48553,83235,53250,463768,604354,-8364,-92689,-36340,-64713,35865,-34361,-4697,6201
05-05-2020,TOTAL,189884,189884,1481822,1481822,804783,798106,804783,798106,218127,139273,218127,139273,3631995,3631995,0,0,0,0,0,0,0,0
05-05-2021,Client,157086,110344,948821,248789,1178959,1161709,1142125,1246017,513320,188921,311362,250668,4148816,3309305,46742,36834,-84308,167884,700032,201958,-61747,963737
05-05-2021,DII,3070,36495,32659,1100643,267,26236,0,0,0,0,25091,0,62232,1162229,-33425,267,26236,-59394,-1067984,-25091,0,-1093075
05-05-2021,FII,50278,45815,807519,550180,306496,337285,213639,208943,32871,32128,48998,34576,1566577,1102151,4463,92857,128342,-31022,257339,-16127,-2448,243660
05-05-2021,Pro,11489,29269,204575,93962,347706,347674,477664,417944,106283,162591,267023,98396,1180318,1384258,-17780,-129958,-70270,-77468,110613,-160740,64195,-114322
05-05-2021,TOTAL,221923,221923,1993574,1993574,1833428,1872904,1833428,1872904,652474,383640,652474,383640,6957943,6957943,0,0,0,0,0,0,0,0
05-06-2020,Client,100513,133740,439835,207508,449427,667873,483566,729368,219597,169929,183076,135156,2047174,1872414,-33227,-34139,-61495,-5871,232327,36521,34773,234075
05-06-2020,DII,36228,13038,56396,912125,4584,67275,0,0,13,0,1672,0,164496,926835,23190,4584,67275,-39501,-855729,-1659,0,-857388
05-06-2020,FII,68341,58048,1056601,456064,205606,204726,136937,136061,16234,17276,20850,21134,1568784,829094,10293,68669,68665,10297,600537,-4616,-3858,599779
05-06-2020,Pro,27741,27997,125643,102778,161424,159048,200538,233493,101956,76172,132202,107087,651984,804095,-256,-39114,-74445,35075,22865,-30246,-30915,23534
05-06-2020,TOTAL,232823,232823,1678475,1678475,821041,1098922,821041,1098922,337800,263377,337800,263377,4432438,4432438,0,0,0,0,0,0,0,0
